"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordID","BillingPeriodStartDate","BillingPeriodEndDate","InvoiceDate","PayerAccountName","LinkedAccountName","TaxationAddress","PayerPONumber","ProductCode","ProductName","SellerOfRecord","UsageType","Operation","RateId","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","CurrencyCode","CostBeforeTax","Credits","TaxAmount","TaxType","TotalCost"
"341780009","810504390172","","PayerLineItem","6800000118410194809","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.large","RunInstances","212912829","Linux/UNIX (Amazon VPC), t2.small reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","977.85284675","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194810","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.large","RunInstances","212953594","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","5319.49972275","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194811","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m4.large","RunInstances","24056976","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","1137.98972100","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194812","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.nano","RunInstances","212939789","Linux/UNIX (Amazon VPC), t2.xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","4.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194813","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m4.2xlarge","RunInstances","24056976","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","4415.19361300","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194814","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m4.4xlarge","RunInstances","24056976","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","1428.86760338","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194815","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonRDS","Amazon Relational Database Service","Amazon Web Services, Inc.","Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0002","7151764","MySQL, db.m4.xlarge reserved instance applied","2019/11/07 16:30:05","2019/11/30 23:59:59","560.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194816","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.xlarge","RunInstances","212939789","Linux/UNIX (Amazon VPC), t2.xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","7835.06948039","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194817","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.medium","RunInstances","212939789","Linux/UNIX (Amazon VPC), t2.xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","1.81444450","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194818","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.medium","RunInstances","212924999","Linux/UNIX (Amazon VPC), t2.large reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","10641.11222300","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194819","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t3.medium","RunInstances","314086321","Linux/UNIX (Amazon VPC), t3.medium reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","560.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194820","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.large","RunInstances","212939789","Linux/UNIX (Amazon VPC), t2.xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","1124.86284575","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194821","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.xlarge","RunInstances","212953594","Linux/UNIX (Amazon VPC), t2.medium reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","0.25013863","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194822","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.xlarge","RunInstances","212912829","Linux/UNIX (Amazon VPC), t2.small reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","1.07357663","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194823","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.micro","RunInstances","212939789","Linux/UNIX (Amazon VPC), t2.xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","10.48554800","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194824","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.small","RunInstances","212924999","Linux/UNIX (Amazon VPC), t2.large reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","3919.19499900","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194825","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","BoxUsage:m4.xlarge","RunInstances","24056976","Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","565.14750000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194826","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-BoxUsage:t2.large","RunInstances","212924999","Linux/UNIX (Amazon VPC), t2.large reserved instance applied","2019/11/07 16:40:18","2019/11/30 23:59:59","20579.64513875","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194827","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonSES","Amazon Simple Email Service","Amazon Web Services, Inc.","USW2-AttachmentsSize-Bytes","Send","412710225","Cost per GB of attachments USW2","2019/11/01 00:00:00","2019/11/30 23:59:59","26.97746807","","USD","3.24","0.0","0.000000","None","3.240000"
"341780009","810504390172","","PayerLineItem","6800000118410194828","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","UGW1-APN2-AWS-In-Bytes","","978196165","$0.00 per GB - AWS GovCloud (US) data transfer from Asia Pacific (Seoul)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.00001059","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194829","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","EUW2-EU-AWS-In-Bytes","","978241923","$0.00 per GB - EU (London) data transfer from EU (Ireland)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.00629305","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194830","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","EUN1-Requests-Tier1","","947117664","USD 0.0 per Requests for Requests-Tier1 in EU (Stockholm)","2019/11/01 00:00:00","2019/11/30 23:59:59","27128.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194831","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSIoT","AWS IoT","Amazon Web Services, Inc.","EU-RegistryAndShadowOperations","","614936352","First 225,000 Device Registry and Device Shadow operations are free under the monthly global free tier","2019/11/01 00:00:00","2019/11/30 23:59:59","114.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194832","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonVPC","Amazon Virtual Private Cloud","Amazon Web Services, Inc.","USW2-VPN-Usage-Hours:ipsec.1","CreateVpnConnection","946410454","$0.05 per VPN Connection-Hour","2019/11/01 00:00:00","2019/11/30 23:59:59","560.00000000","","USD","28.00","0.0","0.000000","None","28.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194833","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","USW1-Requests-Tier2","","891641056","$0.00 per request - GET and all other requests under the monthly global free tier","2019/11/01 00:00:00","2019/11/30 23:59:59","809.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194834","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSIoT","AWS IoT","Amazon Web Services, Inc.","APS2-RegistryAndShadowOperations","","614936350","First 225,000 Device Registry and Device Shadow operations are free under the monthly global free tier","2019/11/01 00:00:00","2019/11/30 23:59:59","114.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194835","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonRDS","Amazon Relational Database Service","Amazon Web Services, Inc.","USW1-InstanceUsage:db.t2.micro","CreateDBInstance:0014","978851360","$0.00 per RDS db.t2.micro instance hour (or partial hour) running PostgreSQL under monthly free tier","2019/11/07 16:30:05","2019/11/30 23:59:59","560.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194836","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","JP-DataTransfer-Out-OBytes","","771360797","$0.060 per GB - All data transfer out to Origin (Japan)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.00317836","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194837","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonGuardDuty","Amazon GuardDuty","Amazon Web Services, Inc.","SAE1-PaidEventsAnalyzed","","566296945","0.000007 per CloudTrail event analyzed in South America (Sao Paulo) region","2019/11/01 00:00:00","2019/11/30 23:59:59","583807.00000000","","USD","4.09","0.0","0.000000","None","4.090000"
"341780009","810504390172","","PayerLineItem","6800000118410194838","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonCloudWatch","AmazonCloudWatch","Amazon Web Services, Inc.","EU-CW:Requests","","952584586","$0.00 per request - first 1,000,000 requests","2019/11/01 00:00:00","2019/11/30 23:59:59","37272.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194839","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonRoute53","Amazon Route 53","Amazon Web Services, Inc.","Traffic-Flow-Policy-Records","","687351863","$50.00 per Traffic Flow Policy Record","2019/11/01 00:00:00","2019/11/30 23:59:59","2.33333520","","USD","116.67","0.0","0.000000","None","116.670000"
"341780009","810504390172","","PayerLineItem","6800000118410194840","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEFS","Amazon Elastic File System","Amazon Web Services, Inc.","USE1-TimedStorage-ByteHrs","","896142714","USD $0.00 per GB-Mo for Standard storage under the monthly global free tier","2019/11/01 00:00:00","2019/11/30 23:59:59","1.22735760","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194841","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","UGW1-LoadBalancerUsage","LoadBalancing:Application","957385171","$0.032 per Application LoadBalancer-hour (or partial hour)","2019/11/07 16:40:18","2019/11/30 23:59:59","13250.00000000","","USD","424.00","0.0","0.000000","None","424.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194842","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonMacie","Amazon Macie","Amazon Web Services, Inc.","USW2-S3ContentClassification","","204526860","First 1 GB of S3 content classified by Macie is free","2019/11/01 00:00:00","2019/11/30 23:59:59","1.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194843","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonGuardDuty","Amazon GuardDuty","Amazon Web Services, Inc.","USE2-PaidEventsAnalyzed","","566296978","0.000004 per CloudTrail event analyzed in US East (Ohio) region","2019/11/01 00:00:00","2019/11/30 23:59:59","638397.00000000","","USD","2.55","0.0","0.000000","None","2.550000"
"341780009","810504390172","","PayerLineItem","6800000118410194844","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW2-APN2-AWS-Out-Bytes","","978094026","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Seoul)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.00386159","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194845","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSCloudTrail","AWS CloudTrail","Amazon Web Services, Inc.","EUW2-PaidEventsRecorded","","889351921","0.00002 per paid event recorded in EU (London) region","2019/11/01 00:00:00","2019/11/30 23:59:59","181245.00000000","","USD","3.62","0.0","0.000000","None","3.620000"
"341780009","810504390172","","PayerLineItem","6800000118410194846","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW2-APN1-AWS-In-Bytes","","978241102","$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Tokyo)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.02975028","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194847","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonRedshift","Amazon Redshift","Amazon Web Services, Inc.","USW1-Node:dc2.large","RunComputeNode:0001","981692125","$0.000 per Redshift Dense Compute Large (DC2.L) Compute Node-hour (or partial hour) - Free Trial","2019/11/01 00:00:00","2019/11/30 23:59:59","558.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194848","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW2-BoxUsage:m5.large","RunInstances","957344517","$0.096 per On Demand Linux m5.large Instance Hour","2019/11/07 16:40:18","2019/11/30 23:59:59","4488.06916700","","USD","430.85","0.0","0.000000","None","430.850000"
"341780009","810504390172","","PayerLineItem","6800000118410194849","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","EU-Requests-Tier1","","947118002","First 1,000,000 Amazon SNS API Requests per month are free","2019/11/01 00:00:00","2019/11/30 23:59:59","27128.00000000","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194850","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSQueueService","Amazon Simple Queue Service","Amazon Web Services, Inc.","EUN1-Requests-Tier1","","499081406","USD 4.0E-7 per Requests for Requests-Tier1 in EU (Stockholm)","2019/11/01 00:00:00","2019/11/30 23:59:59","20388.00000000","","USD","0.01","0.0","0.000000","None","0.010000"
"341780009","810504390172","","PayerLineItem","6800000118410194851","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSShield","AWS Shield","Amazon Web Services, Inc.","USW2-DataTransfer-Shield-Bytes","LoadBalancing","378808445","Shield Data Transfer Out of ELB in PDX - First 100 TB","2019/11/01 00:00:00","2019/11/30 23:59:59","3240.26081819","","USD","162.01","0.0","0.000000","None","162.010000"
"341780009","810504390172","","PayerLineItem","6800000118410194852","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APS1-APS3-AWS-In-Bytes","","978242135","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Mumbai)","2019/11/01 00:00:00","2019/11/30 23:59:59","0.00014517","","USD","0.00","0.0","0.000000","None","0.000000"
"341780009","810504390172","","PayerLineItem","6800000118410194853","2019/11/01 00:00:00","2019/11/30 23:59:59","2019/12/03 13:00:21","FPT202 GSA TTS Payer","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW2-DataTransfer-Regional-Bytes","","978093975","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB","2019/11/01 00:00:00","2019/11/30 23:59:59","102967.98914412","","USD","1029.68","0.0","0.000000","None","1029.680000"
